meeting_id,account_id,deal_id,organizer_id,title,meeting_type,scheduled_start,scheduled_end,duration_minutes,location,status,agenda,summary,key_points,next_steps,outcome,attendee_contact_ids,attendee_user_ids
MTG-6294,ACC-1055,DL-4014,USR-3002,Lakeshore Manufacturing / Intellia Internal Sync,Internal Sync,2026-04-19 15:00:00,2026-04-19 15:45:00,45,Zoom,Completed,Technical deep dive on forecast accuracy,Competitive evaluation is down to two vendors. Send the mutual action plan by end of week.,"[""The data team wants incremental sync rather than full refresh"", ""Security review is the critical path item"", ""Champion is willing to socialize the business case internally""]","[""Share the ROI model with finance"", ""Get procurement paperwork started""]",Advanced,"[""CNT-2249"", ""CNT-2247""]","[""USR-3002""]"
MTG-6295,ACC-1055,DL-4014,USR-3009,Lakeshore Manufacturing / Intellia Internal Sync,Internal Sync,2026-07-23 13:00:00,2026-07-23 13:30:00,30,Customer site,Completed,Align business outcome goals with the executive sponsor,Procurement requires an executive sponsor before paperwork moves. Circulate pilot success criteria for sign-off.,"[""The data team wants incremental sync rather than full refresh"", ""Forecast accuracy is the metric leadership actually cares about"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Schedule the executive alignment call"", ""Confirm the security questionnaire owner""]",Advanced,"[""CNT-2247"", ""CNT-2248""]","[""USR-3009""]"
MTG-6296,ACC-1055,DL-4074,USR-3009,Lakeshore Manufacturing / Intellia Negotiation,Negotiation,2026-08-11 10:00:00,2026-08-11 10:30:00,30,Google Meet,Completed,Confirm the security review timeline and owners,Competitive evaluation is down to two vendors. Share the ROI model with finance.,"[""Competitive evaluation is down to two vendors"", ""Security review is the critical path item"", ""Champion is willing to socialize the business case internally""]","[""Send the mutual action plan by end of week"", ""Schedule the executive alignment call""]",No decision,"[""CNT-2246""]","[""USR-3009""]"
MTG-6297,ACC-1055,DL-4014,USR-3009,Lakeshore Manufacturing / Intellia Discovery,Discovery,2026-06-30 13:00:00,2026-06-30 13:45:00,45,Zoom,Completed,Technical deep dive on forecast accuracy,The data team wants incremental sync rather than full refresh. Share the ROI model with finance.,"[""Budget is committed but the timing sits behind a leadership review"", ""Forecast accuracy is the metric leadership actually cares about"", ""Security review is the critical path item""]","[""Schedule the executive alignment call"", ""Send the mutual action plan by end of week""]",Slipped,"[""CNT-2248""]","[""USR-3009""]"
MTG-6298,ACC-1056,DL-4075,USR-3013,Ridgeline Data / Intellia Internal Sync,Internal Sync,2026-09-02 13:00:00,2026-09-02 14:00:00,60,Google Meet,Scheduled,"Walk through pricing, packaging and the ramp plan",,[],[],,"[""CNT-2253"", ""CNT-2252"", ""CNT-2255""]","[""USR-3013""]"
MTG-6299,ACC-1056,DL-4135,USR-3010,Ridgeline Data / Intellia Technical Validation,Technical Validation,2026-09-14 10:30:00,2026-09-14 11:15:00,45,Customer site,Scheduled,Quarterly business review and adoption update,,[],[],,"[""CNT-2252"", ""CNT-2253""]","[""USR-3010""]"
MTG-6300,ACC-1056,DL-4075,USR-3013,Ridgeline Data / Intellia QBR,QBR,2026-06-27 12:30:00,2026-06-27 13:00:00,30,Microsoft Teams,Completed,Review the pilot results and agree next steps,Champion is willing to socialize the business case internally. Get procurement paperwork started.,"[""Champion is willing to socialize the business case internally"", ""Budget is committed but the timing sits behind a leadership review"", ""Competitive evaluation is down to two vendors""]","[""Get procurement paperwork started"", ""Share the ROI model with finance""]",Held,"[""CNT-2253"", ""CNT-2254""]","[""USR-3013""]"
MTG-6301,ACC-1056,DL-4015,USR-3010,Ridgeline Data / Intellia Executive Briefing,Executive Briefing,2026-05-24 09:30:00,2026-05-24 10:15:00,45,Customer site,Completed,Quarterly business review and adoption update,Adoption is concentrated in two teams; the rest of the org has not onboarded. Circulate pilot success criteria for sign-off.,"[""Competitive evaluation is down to two vendors"", ""Forecast accuracy is the metric leadership actually cares about"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Send the mutual action plan by end of week"", ""Circulate pilot success criteria for sign-off""]",Slipped,"[""CNT-2251""]","[""USR-3010""]"
MTG-6302,ACC-1056,DL-4135,USR-3009,Ridgeline Data / Intellia Demo,Demo,2026-08-25 13:30:00,2026-08-25 14:00:00,30,Zoom,Scheduled,Align business outcome goals with the executive sponsor,,[],[],,"[""CNT-2253"", ""CNT-2255""]","[""USR-3009""]"
MTG-6303,ACC-1056,DL-4135,USR-3010,Ridgeline Data / Intellia Negotiation,Negotiation,2026-06-19 10:30:00,2026-06-19 11:00:00,30,Zoom,Completed,"Walk through pricing, packaging and the ramp plan",Security review is the critical path item. Circulate pilot success criteria for sign-off.,"[""Security review is the critical path item"", ""Budget is committed but the timing sits behind a leadership review"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Send the mutual action plan by end of week"", ""Share the ROI model with finance""]",No decision,"[""CNT-2251"", ""CNT-2255""]","[""USR-3010""]"
MTG-6304,ACC-1056,DL-4015,USR-3010,Ridgeline Data / Intellia Negotiation,Negotiation,2026-09-27 10:30:00,2026-09-27 11:30:00,60,Zoom,Scheduled,"Renewal scope, timing and expansion options",,[],[],,"[""CNT-2254"", ""CNT-2251""]","[""USR-3010""]"
MTG-6305,ACC-1057,DL-4076,USR-3011,Foxglove Labs / Intellia Demo,Demo,2026-07-18 16:30:00,2026-07-18 17:00:00,30,Google Meet,Completed,"Renewal scope, timing and expansion options",Procurement requires an executive sponsor before paperwork moves. Schedule the executive alignment call.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Champion is willing to socialize the business case internally"", ""Security review is the critical path item""]","[""Confirm the security questionnaire owner"", ""Send the mutual action plan by end of week""]",Held,"[""CNT-2258"", ""CNT-2257""]","[""USR-3011""]"
MTG-6306,ACC-1057,DL-4016,USR-3011,Foxglove Labs / Intellia QBR,QBR,2026-07-14 17:30:00,2026-07-14 18:30:00,60,Google Meet,Completed,Technical deep dive on forecast accuracy,Procurement requires an executive sponsor before paperwork moves. Circulate pilot success criteria for sign-off.,"[""Security review is the critical path item"", ""Competitive evaluation is down to two vendors"", ""Budget is committed but the timing sits behind a leadership review""]","[""Share the ROI model with finance"", ""Get procurement paperwork started""]",Advanced,"[""CNT-2258"", ""CNT-2257""]","[""USR-3011""]"
MTG-6307,ACC-1057,DL-4016,USR-3011,Foxglove Labs / Intellia Renewal Review,Renewal Review,2026-06-05 14:30:00,2026-06-05 15:30:00,60,Microsoft Teams,Completed,Quarterly business review and adoption update,Forecast accuracy is the metric leadership actually cares about. Circulate pilot success criteria for sign-off.,"[""Competitive evaluation is down to two vendors"", ""Budget is committed but the timing sits behind a leadership review"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Confirm the security questionnaire owner"", ""Circulate pilot success criteria for sign-off""]",No decision,"[""CNT-2258"", ""CNT-2257""]","[""USR-3011""]"
MTG-6308,ACC-1057,DL-4016,USR-3012,Foxglove Labs / Intellia Negotiation,Negotiation,2026-08-14 08:00:00,2026-08-14 08:30:00,30,Customer site,Scheduled,"Walk through pricing, packaging and the ramp plan",,[],[],,"[""CNT-2258""]","[""USR-3012""]"
MTG-6309,ACC-1057,DL-4136,USR-3005,Foxglove Labs / Intellia Renewal Review,Renewal Review,2026-05-26 16:00:00,2026-05-26 16:30:00,30,Customer site,Completed,Validate the data connector and custom signal mapping,Champion is willing to socialize the business case internally. Get procurement paperwork started.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Security review is the critical path item"", ""Competitive evaluation is down to two vendors""]","[""Circulate pilot success criteria for sign-off"", ""Schedule the executive alignment call""]",Slipped,"[""CNT-2256""]","[""USR-3005""]"
MTG-6310,ACC-1058,DL-4077,USR-3012,Harborview Energy / Intellia Negotiation,Negotiation,2026-06-02 14:30:00,2026-06-02 15:30:00,60,Customer site,Completed,"Walk through pricing, packaging and the ramp plan",Forecast accuracy is the metric leadership actually cares about. Send the mutual action plan by end of week.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Forecast accuracy is the metric leadership actually cares about"", ""The data team wants incremental sync rather than full refresh""]","[""Schedule the executive alignment call"", ""Confirm the security questionnaire owner""]",No decision,"[""CNT-2260"", ""CNT-2262""]","[""USR-3012""]"
MTG-6311,ACC-1058,DL-4077,USR-3012,Harborview Energy / Intellia Renewal Review,Renewal Review,2026-06-25 11:00:00,2026-06-25 11:30:00,30,Customer site,Completed,Review the pilot results and agree next steps,Champion is willing to socialize the business case internally. Confirm the security questionnaire owner.,"[""The data team wants incremental sync rather than full refresh"", ""Budget is committed but the timing sits behind a leadership review"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Confirm the security questionnaire owner"", ""Schedule the executive alignment call""]",No decision,"[""CNT-2259""]","[""USR-3012""]"
MTG-6312,ACC-1058,DL-4077,USR-3012,Harborview Energy / Intellia Renewal Review,Renewal Review,2026-05-10 12:30:00,2026-05-10 13:15:00,45,Google Meet,Completed,Technical deep dive on forecast accuracy,Champion is willing to socialize the business case internally. Share the ROI model with finance.,"[""Security review is the critical path item"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""The data team wants incremental sync rather than full refresh""]","[""Share the ROI model with finance"", ""Get procurement paperwork started""]",Held,"[""CNT-2260"", ""CNT-2261""]","[""USR-3012""]"
MTG-6313,ACC-1058,DL-4077,USR-3012,Harborview Energy / Intellia QBR,QBR,2026-04-19 12:30:00,2026-04-19 13:30:00,60,Customer site,Completed,Align business outcome goals with the executive sponsor,Procurement requires an executive sponsor before paperwork moves. Get procurement paperwork started.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Security review is the critical path item"", ""Champion is willing to socialize the business case internally""]","[""Circulate pilot success criteria for sign-off"", ""Share the ROI model with finance""]",Held,"[""CNT-2261"", ""CNT-2262""]","[""USR-3012""]"
MTG-6314,ACC-1058,DL-4017,USR-3012,Harborview Energy / Intellia Discovery,Discovery,2026-09-17 15:30:00,2026-09-17 16:00:00,30,Google Meet,Scheduled,Validate the data connector and custom signal mapping,,[],[],,"[""CNT-2262"", ""CNT-2261""]","[""USR-3012""]"
MTG-6315,ACC-1059,DL-4018,USR-3013,Stonebridge Bank / Intellia Discovery,Discovery,2026-07-28 14:00:00,2026-07-28 15:00:00,60,Microsoft Teams,Completed,Quarterly business review and adoption update,Procurement requires an executive sponsor before paperwork moves. Circulate pilot success criteria for sign-off.,"[""Budget is committed but the timing sits behind a leadership review"", ""Forecast accuracy is the metric leadership actually cares about"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Share the ROI model with finance"", ""Circulate pilot success criteria for sign-off""]",Advanced,"[""CNT-2267"", ""CNT-2266"", ""CNT-2268""]","[""USR-3013""]"
MTG-6316,ACC-1059,DL-4138,USR-3013,Stonebridge Bank / Intellia QBR,QBR,2026-09-01 11:00:00,2026-09-01 11:30:00,30,Microsoft Teams,Scheduled,"Renewal scope, timing and expansion options",,[],[],,"[""CNT-2268"", ""CNT-2267"", ""CNT-2265""]","[""USR-3013""]"
MTG-6317,ACC-1059,DL-4018,USR-3013,Stonebridge Bank / Intellia Technical Validation,Technical Validation,2026-08-04 11:00:00,2026-08-04 11:30:00,30,Google Meet,Completed,Technical deep dive on forecast accuracy,Adoption is concentrated in two teams; the rest of the org has not onboarded. Send the mutual action plan by end of week.,"[""Budget is committed but the timing sits behind a leadership review"", ""Forecast accuracy is the metric leadership actually cares about"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Get procurement paperwork started"", ""Circulate pilot success criteria for sign-off""]",Held,"[""CNT-2266"", ""CNT-2267""]","[""USR-3013""]"
MTG-6318,ACC-1059,DL-4138,USR-3013,Stonebridge Bank / Intellia Discovery,Discovery,2026-09-25 10:00:00,2026-09-25 11:00:00,60,Google Meet,Scheduled,Review the pilot results and agree next steps,,[],[],,"[""CNT-2267"", ""CNT-2265""]","[""USR-3013""]"
MTG-6319,ACC-1059,DL-4138,USR-3013,Stonebridge Bank / Intellia Technical Validation,Technical Validation,2026-06-15 15:30:00,2026-06-15 16:15:00,45,Microsoft Teams,Completed,Technical deep dive on forecast accuracy,Procurement requires an executive sponsor before paperwork moves. Circulate pilot success criteria for sign-off.,"[""Champion is willing to socialize the business case internally"", ""The data team wants incremental sync rather than full refresh"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Get procurement paperwork started"", ""Circulate pilot success criteria for sign-off""]",No decision,"[""CNT-2267"", ""CNT-2266"", ""CNT-2264""]","[""USR-3013""]"
MTG-6320,ACC-1059,DL-4138,USR-3013,Stonebridge Bank / Intellia Renewal Review,Renewal Review,2026-07-08 13:30:00,2026-07-08 14:00:00,30,Customer site,Completed,Review the pilot results and agree next steps,The data team wants incremental sync rather than full refresh. Confirm the security questionnaire owner.,"[""The data team wants incremental sync rather than full refresh"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Competitive evaluation is down to two vendors""]","[""Schedule the executive alignment call"", ""Get procurement paperwork started""]",Advanced,"[""CNT-2263"", ""CNT-2264"", ""CNT-2267""]","[""USR-3013""]"
MTG-6321,ACC-1060,DL-4139,USR-3010,Wavelength Media / Intellia Demo,Demo,2026-05-22 12:30:00,2026-05-22 13:15:00,45,Customer site,Completed,Technical deep dive on forecast accuracy,Budget is committed but the timing sits behind a leadership review. Send the mutual action plan by end of week.,"[""The data team wants incremental sync rather than full refresh"", ""Champion is willing to socialize the business case internally"", ""Security review is the critical path item""]","[""Circulate pilot success criteria for sign-off"", ""Send the mutual action plan by end of week""]",Advanced,"[""CNT-2271"", ""CNT-2270"", ""CNT-2272""]","[""USR-3010""]"
MTG-6322,ACC-1060,DL-4139,USR-3002,Wavelength Media / Intellia Executive Briefing,Executive Briefing,2026-09-16 14:00:00,2026-09-16 14:45:00,45,Customer site,Scheduled,Quarterly business review and adoption update,,[],[],,"[""CNT-2272"", ""CNT-2269""]","[""USR-3002""]"
MTG-6323,ACC-1060,DL-4079,USR-3001,Wavelength Media / Intellia Negotiation,Negotiation,2026-09-26 08:00:00,2026-09-26 09:00:00,60,Zoom,Scheduled,"Renewal scope, timing and expansion options",,[],[],,"[""CNT-2270"", ""CNT-2271"", ""CNT-2272""]","[""USR-3001""]"
MTG-6324,ACC-1060,DL-4079,USR-3001,Wavelength Media / Intellia Internal Sync,Internal Sync,2026-08-17 15:00:00,2026-08-17 15:30:00,30,Microsoft Teams,Scheduled,Align business outcome goals with the executive sponsor,,[],[],,"[""CNT-2269""]","[""USR-3001""]"
MTG-6325,ACC-1060,DL-4139,USR-3001,Wavelength Media / Intellia Renewal Review,Renewal Review,2026-07-29 13:30:00,2026-07-29 14:15:00,45,Microsoft Teams,Completed,Confirm the security review timeline and owners,Procurement requires an executive sponsor before paperwork moves. Get procurement paperwork started.,"[""Security review is the critical path item"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Schedule the executive alignment call"", ""Confirm the security questionnaire owner""]",Slipped,"[""CNT-2269""]","[""USR-3001""]"
MTG-6326,ACC-1060,DL-4139,USR-3001,Wavelength Media / Intellia QBR,QBR,2026-04-15 10:30:00,2026-04-15 11:00:00,30,Google Meet,Completed,Confirm the security review timeline and owners,Competitive evaluation is down to two vendors. Confirm the security questionnaire owner.,"[""The data team wants incremental sync rather than full refresh"", ""Forecast accuracy is the metric leadership actually cares about"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Schedule the executive alignment call"", ""Share the ROI model with finance""]",Slipped,"[""CNT-2271""]","[""USR-3001""]"
MTG-9001,,,USR-3002,Sales Intelligence Sync,Internal Sync,2026-08-13 09:30:00,2026-08-13 10:00:00,30,Microsoft Teams,Completed,Weekly pipeline and signal review with the team,Reviewed the week's signal queue. Vortex renewal flagged as the top risk to Q3 commit.,"[""Vortex renewal is the largest single risk to the Q3 number"", ""Quantum Edge order form has been outstanding for three weeks"", ""Two new intent signals landed on Apex Logistics""]","[""Escalate the Quantum Edge order form to procurement"", ""Build a save plan for Vortex before the 14:00 review""]",Advanced,[],"[""USR-3002"", ""USR-3003"", ""USR-3016""]"
MTG-9002,ACC-1001,DL-9002,USR-3002,Apex Logistics / Intellia Technical Validation,Technical Validation,2026-08-13 11:00:00,2026-08-13 11:45:00,45,Zoom,Completed,Validate the Snowflake connector and custom signal mapping,Data team confirmed incremental sync meets their requirement. One open question on retention policy.,"[""Incremental sync satisfies the data team's main objection"", ""Retention policy needs a written answer before security sign-off"", ""Sponsor wants the expansion scoped to two additional regions""]","[""Send the retention policy answer to the security reviewer"", ""Scope the two-region expansion in the proposal""]",Advanced,[],"[""USR-3002"", ""USR-3016""]"
MTG-9003,ACC-1002,DL-9001,USR-3002,Vortex Analytics / Renewal Risk Review,Renewal Review,2026-08-13 14:00:00,2026-08-13 15:00:00,60,Zoom,Scheduled,"Renewal scope, procurement concern and the executive sponsor question",,[],[],,[],"[""USR-3002"", ""USR-3003""]"
MTG-9004,ACC-1011,DL-9003,USR-3002,Quantum Edge / Close Call,Negotiation,2026-08-13 16:00:00,2026-08-13 16:30:00,30,Zoom,Scheduled,Confirm the signing path and close date for the order form,,[],[],,[],"[""USR-3002""]"
MTG-9005,,,USR-3003,Q3 Forecast Review,Internal Sync,2026-08-13 08:30:00,2026-08-13 09:15:00,45,Microsoft Teams,Completed,Walk the team's commit and identify slipping deals,Commit is short of target with six weeks left. Two deals moved out of Q3.,"[""Team commit sits below the Q3 target with six weeks remaining"", ""Vortex and Quantum Edge are the two swing deals"", ""Coverage is thin on two of the five reps""]","[""Inspect the two swing deals with their owners"", ""Rebalance late-quarter pipeline generation targets""]",Advanced,[],"[""USR-3003"", ""USR-3002"", ""USR-3001"", ""USR-3005""]"
MTG-9006,ACC-1002,DL-9001,USR-3003,Deal Inspection: Vortex Analytics,Internal Sync,2026-08-13 13:00:00,2026-08-13 13:30:00,30,Microsoft Teams,Scheduled,Review the save plan with Elena before the 14:00 customer call,,[],[],,[],"[""USR-3003"", ""USR-3002""]"
MTG-9007,,,USR-3003,1:1 with Robert Jackson,Internal Sync,2026-08-13 15:30:00,2026-08-13 16:00:00,30,Microsoft Teams,Scheduled,Coaching on early-stage qualification and pipeline generation,,[],[],,[],"[""USR-3003"", ""USR-3005""]"
